ID  Nome  Mestre  Regiao  Rank
01435 Mewtwo Minoru Hoenn B
06819 Furret Rod.Lima Hisui A
01856 Squirtle Vanessa Kalos E
07221 Caterpie Rafael Johto A
08312 Bulbasaur Elisa Johto E
00295 Dragonite Rafael Kalos B
02823 Caterpie Elisa Hoenn A
05757 Squirtle Rod.Lima Paldea A
05346 Zubat Philipe Johto C
04980 Metapod Baldochi Alola A
00123 Metapod Minoru Unova A
01501 Pikachu Melise Sinnoh D
06769 Mewtwo Baldochi Johto E
09627 Gloom Minoru Hoenn E
09549 Squirtle Elisa Kanto B
00129 Furret Baldochi Unova A
01211 Charizard Vanessa Hoenn E
00180 Zubat Philipe Hoenn B
08116 Charmander Vanessa Kalos A
00045 Dragonite Baldochi Unova C
02384 Bulbasaur Melise Hisui A
03610 Bulbasaur Rafael Hoenn D
09194 Gloom Rod.Lima Hoenn B
05577 Bulbasaur Baldochi Johto A
04896 Roserade Melise Johto D
07628 Squirtle Minoru Sinnoh D
03638 Metapod Melise Hisui B
06183 Vaporeon Philipe Unova A
04617 Zubat Minoru Kanto E
09567 Zubat Rod.Lima Unova B
04836 Zubat Rafael Johto C
05094 Squirtle Rafael Unova D
03128 Squirtle Elisa Galar D
08271 Mewtwo Melise Sinnoh B
00204 Gloom Philipe Paldea B
07907 Caterpie Rod.Lima Johto D
01607 Pikachu Philipe Alola E
01836 Gloom Melise Alola B
00642 Charmander Baldochi Kalos E
08381 Charizard Rafael Johto E
08215 Dragonite Philipe Sinnoh B
03133 Mewtwo Minoru Hoenn D
06208 Roserade Rafael Unova E
06839 Rattata Rod.Lima Sinnoh D
05712 Pikachu Rafael Kanto B
00635 Furret Minoru Sinnoh B
00551 Charizard Philipe Hoenn E
06806 Crobat Philipe Alola C
06265 Bulbasaur Melise Galar B
04213 Dragonite Minoru Johto D
06349 Pikachu Minoru Sinnoh C
04905 Charizard Elisa Hoenn C
03154 Crobat Vanessa Kanto E
00657 Golbat Elisa Kanto C
06421 Caterpie Philipe Paldea B
06682 Mewtwo Vanessa Hoenn A
00365 Silcoon Rod.Lima Kanto E
00665 Bulbasaur Elisa Sinnoh A
05103 Roserade Rod.Lima Paldea C
08024 Vaporeon Elisa Johto E
01283 Metapod Baldochi Alola B
04515 Dragonite Rafael Alola B
08696 Metapod Philipe Unova B
03562 Mewtwo Philipe Galar D
07331 Dragonite Melise Galar A
04080 Silcoon Vanessa Galar C
01795 Roserade Rod.Lima Paldea A
06211 Pikachu Rod.Lima Kanto E
04017 Caterpie Rafael Kalos C
06351 Vaporeon Minoru Hoenn B
00003 Furret Elisa Sinnoh D
05638 Squirtle Minoru Paldea A
05394 Zubat Baldochi Unova C
05574 Dragonite Minoru Johto A
05047 Mewtwo Rod.Lima Kanto D
06619 Dragonite Elisa Unova D
01624 Caterpie Elisa Hisui C
09356 Squirtle Philipe Galar D
02113 Caterpie Vanessa Galar E
09662 Zubat Baldochi Paldea C
01326 Caterpie Melise Hisui A
06833 Furret Rafael Unova E
05824 Pikachu Rod.Lima Hoenn E
08929 Vaporeon Rafael Sinnoh B
04567 Rattata Minoru Kanto C
03302 Silcoon Rod.Lima Kanto B
07251 Mewtwo Philipe Sinnoh E
04381 Zubat Rod.Lima Hisui D
00638 Charizard Minoru Unova A
09220 Zubat Rafael Hisui B
07315 Gloom Melise Hisui A
09864 Roserade Baldochi Alola A
07665 Crobat Elisa Galar E
04732 Charizard Minoru Paldea D
03357 Rattata Rod.Lima Alola B
00552 Squirtle Philipe Hisui A
04561 Pikachu Philipe Hoenn B
04664 Squirtle Rafael Kanto A
03926 Furret Rafael Hoenn E
00060 Dragonite Rafael Sinnoh B
05089 Roserade Melise Kanto B
03003 Dragonite Vanessa Paldea B
09366 Charizard Melise Paldea D
05224 Charizard Baldochi Galar D
09784 Bulbasaur Minoru Hoenn D
03025 Furret Elisa Hoenn E
08049 Charizard Melise Hisui B
02766 Crobat Vanessa Sinnoh C
08427 Squirtle Rafael Hisui A
08661 Silcoon Baldochi Galar D
08810 Caterpie Rafael Paldea B
08452 Furret Philipe Johto E
06663 Rattata Rafael Alola A
09457 Squirtle Philipe Kalos A
09466 Mewtwo Philipe Galar C
06754 Gloom Philipe Galar E
00864 Squirtle Rod.Lima Johto D
01747 Silcoon Rafael Hisui A
06010 Metapod Elisa Johto D
03954 Pikachu Melise Unova A
08244 Crobat Elisa Kanto D
07533 Metapod Philipe Hoenn C
07742 Rattata Philipe Alola E
08090 Rattata Elisa Johto C
03895 Charmander Melise Alola B
03448 Furret Baldochi Johto E
02612 Roserade Vanessa Galar A
06504 Furret Philipe Sinnoh D
00538 Mewtwo Rod.Lima Johto E
02447 Charizard Vanessa Unova D
05553 Furret Melise Hoenn E
02507 Squirtle Vanessa Unova E
05136 Pikachu Vanessa Kanto C
00814 Charizard Elisa Hisui B
06947 Rattata Rafael Paldea A
04263 Dragonite Melise Paldea E
02585 Dragonite Rafael Alola C
08644 Vaporeon Vanessa Alola E
05568 Vaporeon Vanessa Unova E
03645 Golbat Baldochi Kanto D
03997 Squirtle Minoru Johto D
03929 Gloom Rod.Lima Galar A
05970 Caterpie Melise Kalos D
04063 Crobat Melise Kanto C
06173 Caterpie Rod.Lima Alola B
04007 Roserade Minoru Johto E
01123 Mewtwo Baldochi Hisui D
00267 Zubat Rafael Alola B
08290 Charmander Baldochi Johto D
09449 Crobat Baldochi Unova C
04014 Dragonite Philipe Alola B
01604 Silcoon Vanessa Paldea A
05460 Mewtwo Minoru Paldea D
00973 Golbat Melise Johto C
04848 Metapod Vanessa Johto E
01135 Charmander Baldochi Sinnoh D
07862 Crobat Philipe Hisui C
03115 Charmander Baldochi Johto C
07796 Caterpie Melise Alola C
01897 Rattata Baldochi Hisui A
06648 Silcoon Elisa Hisui B
07670 Gloom Minoru Johto E
09994 Squirtle Vanessa Unova B
01926 Dragonite Vanessa Alola A
07828 Bulbasaur Melise Hisui B
00824 Gloom Rafael Hoenn B
06530 Roserade Rafael Johto B
00701 Vaporeon Rod.Lima Johto D
05737 Gloom Vanessa Hisui B
01953 Roserade Rod.Lima Galar B
07619 Squirtle Melise Unova D
01296 Silcoon Philipe Hoenn D
09753 Charmander Rafael Sinnoh E
08553 Gloom Rod.Lima Hoenn E
08632 Vaporeon Melise Galar C
06436 Vaporeon Rod.Lima Alola B
00783 Crobat Rod.Lima Hisui B
03964 Squirtle Melise Sinnoh D
07651 Caterpie Baldochi Kalos B
02822 Vaporeon Minoru Hisui A
04039 Metapod Vanessa Johto E
04635 Pikachu Elisa Paldea C
03065 Golbat Vanessa Sinnoh D
08227 Silcoon Baldochi Sinnoh D
06085 Squirtle Baldochi Hoenn D
00361 Furret Minoru Galar E
01285 Furret Elisa Paldea B
07070 Silcoon Rafael Sinnoh B
01380 Charmander Minoru Sinnoh A
01118 Golbat Baldochi Sinnoh D
05493 Vaporeon Baldochi Galar A
02040 Metapod Philipe Johto D
04070 Furret Vanessa Galar B
08035 Pikachu Rafael Unova E
09061 Golbat Vanessa Sinnoh D
05272 Charmander Rafael Sinnoh D
02918 Mewtwo Philipe Kanto E
07824 Vaporeon Minoru Unova A
06862 Crobat Minoru Unova A
03979 Vaporeon Rafael Sinnoh E
00723 Caterpie Vanessa Paldea A
06847 Rattata Baldochi Paldea A
05738 Furret Baldochi Hoenn E
09463 Golbat Rod.Lima Hisui D
02944 Crobat Rafael Johto A
03766 Caterpie Minoru Sinnoh D
05038 Vaporeon Rafael Alola D
02301 Golbat Elisa Unova C
03990 Mewtwo Melise Kalos D
06587 Mewtwo Baldochi Paldea A
01941 Mewtwo Baldochi Paldea C
01199 Furret Vanessa Hisui E
04461 Gloom Baldochi Kalos C
00935 Bulbasaur Melise Alola C
00402 Zubat Rod.Lima Hisui B
03582 Silcoon Baldochi Alola D
09008 Squirtle Rod.Lima Unova B
04670 Zubat Melise Alola B
06489 Roserade Rafael Kanto E
05847 Zubat Philipe Hisui A
02365 Golbat Philipe Kanto D
00386 Silcoon Rafael Kalos A
07552 Pikachu Baldochi Alola E
06621 Zubat Philipe Kanto C
03458 Silcoon Rafael Unova E
04085 Charizard Melise Hoenn E
09105 Metapod Elisa Hisui B
04922 Golbat Philipe Johto C
01402 Silcoon Philipe Hoenn E
01189 Metapod Melise Unova B
08047 Mewtwo Rafael Hisui B
03315 Pikachu Vanessa Paldea E
08428 Golbat Melise Unova E
00822 Golbat Elisa Johto E
04652 Charizard Rod.Lima Alola B
08580 Pikachu Minoru Kanto E
04262 Charizard Vanessa Kalos D
03402 Charizard Rod.Lima Hoenn D
08501 Roserade Elisa Paldea E
07356 Bulbasaur Elisa Kanto A
06281 Squirtle Rafael Kanto D
08361 Charizard Vanessa Paldea C
02222 Rattata Baldochi Kalos A
01859 Caterpie Elisa Kalos B
08267 Charizard Melise Unova E
02122 Gloom Melise Johto E
00964 Vaporeon Rafael Johto D
06043 Charmander Vanessa Sinnoh B
02038 Vaporeon Vanessa Sinnoh A
00617 Squirtle Melise Alola E
08615 Golbat Philipe Kalos E
06908 Roserade Rod.Lima Galar C
02121 Mewtwo Minoru Alola B
01968 Zubat Rod.Lima Kalos D
09874 Bulbasaur Rafael Galar C
05412 Rattata Vanessa Johto C
09848 Charizard Minoru Alola B
03916 Dragonite Rod.Lima Johto D
08492 Metapod Rafael Unova B
06910 Dragonite Elisa Alola A
00114 Gloom Melise Kalos A
04365 Silcoon Rod.Lima Kalos D
07875 Furret Rod.Lima Sinnoh C
03206 Furret Rod.Lima Hoenn C
05583 Mewtwo Elisa Hisui A
06759 Metapod Rod.Lima Kanto B
03328 Furret Vanessa Johto E
03404 Pikachu Vanessa Kalos B
05166 Golbat Rafael Kanto B
09664 Silcoon Minoru Unova A
08518 Golbat Baldochi Sinnoh E
09595 Rattata Baldochi Sinnoh B
05820 Charizard Elisa Hoenn C
05833 Crobat Baldochi Galar D
00831 Vaporeon Rafael Alola D
05536 Metapod Rod.Lima Johto E
03809 Charmander Elisa Galar C
08852 Golbat Vanessa Hoenn C
08165 Caterpie Vanessa Johto C
06164 Zubat Rafael Hisui E
07815 Rattata Rafael Hisui B
07806 Squirtle Rod.Lima Kanto B
05922 Squirtle Vanessa Unova D
04535 Roserade Melise Hisui D
04324 Charizard Minoru Johto E
04839 Squirtle Elisa Paldea B
00087 Crobat Vanessa Alola B
09547 Charizard Vanessa Hisui A
00698 Furret Vanessa Hisui E
05859 Golbat Elisa Johto D
01511 Pikachu Rafael Johto E
04914 Golbat Melise Galar B
05770 Charmander Elisa Galar D
07658 Rattata Baldochi Kanto C
03934 Caterpie Rod.Lima Hoenn D
09099 Furret Baldochi Kalos B
04974 Pikachu Minoru Unova B
03083 Bulbasaur Philipe Unova C
00188 Dragonite Rod.Lima Kanto B
01327 Mewtwo Baldochi Kanto A
07980 Rattata Vanessa Paldea C
05426 Rattata Baldochi Hoenn A
05322 Mewtwo Philipe Hoenn A
06724 Gloom Elisa Unova B
01653 Mewtwo Vanessa Unova D
06604 Bulbasaur Minoru Johto A
06826 Roserade Rafael Sinnoh E
06649 Charizard Minoru Kanto C
01656 Metapod Philipe Galar B
01775 Crobat Minoru Hoenn D
04038 Bulbasaur Elisa Paldea C
05836 Gloom Minoru Kalos B
01238 Vaporeon Baldochi Hoenn C
09796 Squirtle Elisa Sinnoh E
03228 Mewtwo Elisa Hoenn C
00160 Furret Elisa Galar B
08229 Gloom Melise Sinnoh C
00596 Vaporeon Rod.Lima Unova B
07841 Rattata Rod.Lima Paldea B
03510 Charizard Baldochi Kanto A
02118 Metapod Philipe Johto C
08587 Mewtwo Rafael Sinnoh D
04725 Gloom Philipe Galar A
07192 Furret Baldochi Kalos E
01007 Rattata Vanessa Kalos D
09186 Metapod Philipe Johto B
02048 Pikachu Minoru Alola B
06919 Pikachu Melise Sinnoh B
02888 Rattata Rod.Lima Alola D
09069 Charizard Rafael Paldea D
03327 Pikachu Rafael Unova C
08014 Squirtle Melise Johto B
09860 Silcoon Vanessa Hisui A
08569 Charmander Minoru Kanto E
02955 Furret Philipe Sinnoh E
08469 Crobat Philipe Alola B
05351 Crobat Baldochi Paldea A
07611 Bulbasaur Minoru Alola A
08387 Vaporeon Baldochi Kalos C
06223 Silcoon Elisa Kalos B
08410 Rattata Rafael Johto D
00953 Golbat Melise Paldea E
08477 Roserade Baldochi Kalos E
06751 Gloom Minoru Galar B
01294 Rattata Melise Galar E
06885 Dragonite Elisa Hisui B
06226 Silcoon Rod.Lima Kalos E
00979 Pikachu Philipe Sinnoh A
04449 Zubat Philipe Hisui A
03098 Gloom Rod.Lima Kanto B
03343 Mewtwo Elisa Unova B
07536 Golbat Baldochi Kalos C
05226 Gloom Rod.Lima Paldea A
09604 Metapod Philipe Unova D
09656 Gloom Elisa Hoenn B
00410 Vaporeon Elisa Unova C
08436 Roserade Melise Kalos A
03971 Silcoon Vanessa Galar A
06069 Gloom Philipe Johto E
04011 Crobat Minoru Unova A
05942 Caterpie Rafael Hoenn D
00412 Furret Melise Sinnoh A
03719 Bulbasaur Elisa Kalos E
02208 Dragonite Elisa Galar B
06066 Vaporeon Vanessa Johto A
05284 Golbat Minoru Sinnoh B
05540 Dragonite Minoru Hoenn A
04012 Zubat Minoru Hoenn C
08248 Squirtle Elisa Alola B
04810 Dragonite Minoru Sinnoh D
08258 Squirtle Minoru Sinnoh A
08680 Rattata Minoru Galar A
07362 Metapod Rod.Lima Johto D
02230 Rattata Vanessa Unova E
07025 Squirtle Rod.Lima Paldea E
03492 Metapod Rafael Paldea C
03246 Golbat Elisa Hisui E
06526 Zubat Rod.Lima Kanto B
01432 Dragonite Baldochi Alola A
09947 Zubat Rod.Lima Hisui D
06528 Golbat Rafael Johto D
07493 Roserade Philipe Alola A
07196 Roserade Philipe Hoenn B
05376 Mewtwo Rafael Sinnoh A
07696 Pikachu Vanessa Kalos D
03467 Charizard Melise Hisui D
06726 Zubat Philipe Unova E
05325 Pikachu Melise Hoenn B
08343 Mewtwo Philipe Galar A
07720 Squirtle Melise Kalos B
09381 Roserade Minoru Kalos C
01933 Bulbasaur Melise Kalos D
08920 Roserade Rafael Galar D
07534 Dragonite Baldochi Johto C
05525 Furret Rafael Unova E
00415 Pikachu Melise Kalos E
06755 Gloom Baldochi Paldea C
02256 Mewtwo Vanessa Galar B
01974 Gloom Baldochi Kalos B
05058 Furret Minoru Unova E
03177 Pikachu Rod.Lima Alola C
00398 Pikachu Elisa Galar C
00018 Gloom Melise Hisui A
03533 Metapod Minoru Kalos B
08749 Furret Rafael Sinnoh C
05831 Golbat Elisa Johto D
04252 Charmander Elisa Galar E
05163 Golbat Rafael Kanto A
00256 Mewtwo Elisa Kalos B
03742 Furret Minoru Kanto E
03118 Furret Rafael Kanto E
04537 Dragonite Philipe Hisui B
02812 Zubat Rod.Lima Unova B
04857 Pikachu Elisa Johto E
09749 Squirtle Melise Johto A
